Ищет работу на должность:,Последнее/нынешнее место работы,Последняя/нынешняя должность,Обновление резюме,Авто,Образование,Пол,Возраст,Опыт работы (месяц),Город,Готовность к переезду,Готовность к командировкам,Занятость_полная занятость,Занятость_частичная занятость,Занятость_проектная работа,Занятость_волонтерство,Занятость_стажировка,График_полный день,График_сменный график,График_гибкий график,График_удалённая работа,График_вахтовый метод,salary_value,salary_cur_name,salary_currency,date_x,date_y,exchange_rate,ЗП (руб)
Диспетчер/оператор/менеджер,"ПАО ""МГТС""",специалист 1 категории,2019-05-14,Не указано,высшее,Ж,28,64.0,другие,False,True,True,False,False,False,False,True,True,False,False,False,50000.0,руб.,RUB,2019-05-14,,1.0,50000.0
Специалист по технической поддержке,энсофт,Специалист технической поддержки,2019-04-18,Имеется собственный автомобиль,высшее,Ж,29,82.0,город-миллионник,False,False,False,True,False,False,False,False,False,True,False,False,25000.0,руб.,RUB,2019-04-18,,1.0,25000.0
IT директор,"ООО ""ТОК- Агро""",Специалист по информационным технологиям,2019-04-22,Не указано,высшее,М,30,108.0,другие,False,True,True,False,False,False,False,True,True,True,False,False,50000.0,руб.,RUB,2019-04-22,,1.0,50000.0
Руководитель ИТ,Банк ВТБ (ПАО),эксперт,2018-04-27,Не указано,высшее,М,47,261.0,Москва,True,True,True,False,False,False,False,True,False,False,False,False,200000.0,руб.,RUB,2018-04-27,,1.0,200000.0
Ведущий системный администратор,Межрайонная ИФНС России №21 по Ростовской области,Специалист 1-го разряда,2019-04-09,Имеется собственный автомобиль,высшее,М,33,141.0,другие,True,True,True,False,False,False,False,True,False,False,False,False,50000.0,руб.,RUB,2019-04-09,,1.0,50000.0
Главный специалист,Московский Кредитный Банк,Старший специалист отдела обслуживания платежных терминалов,2019-04-10,Не указано,среднее специальное,М,34,145.0,Москва,False,True,True,False,False,False,False,True,False,False,False,False,85000.0,руб.,RUB,2019-04-10,,1.0,85000.0
Инженер-проекти,"Inter clima, Астана инж проект",Инженер-проектировщик ОВИК,2019-04-25,Не указано,высшее,М,20,11.0,другие,False,False,True,False,False,False,False,True,False,False,False,False,70000.0,KZT,KZT,2019-04-25,2019-04-25,0.168799,11815.93
Директор по продуктам; Руководитель проектов R&D; бизнес-аналитик,"ГАЗИНФОРМСЕРВИС, ООО",Менеджер по продукту,2019-05-07,Имеется собственный автомобиль,высшее,Ж,30,153.0,Санкт-Петербург,False,True,True,False,False,False,False,True,False,False,False,False,180000.0,руб.,RUB,2019-05-07,,1.0,180000.0
Инженер,Иркутская дирекция связи,Начальник участка производства,2019-05-07,Не указано,высшее,М,33,154.0,другие,True,True,True,False,False,False,False,True,True,False,False,False,50000.0,руб.,RUB,2019-05-07,,1.0,50000.0
Системный администратор,"МКУ ""Управление по делам ГО и ЧС Великого Новгорода""",Главный специалист по АСУ (системный администратор),2019-04-15,Не указано,среднее специальное,М,33,137.0,другие,True,True,True,True,False,False,False,True,False,False,False,False,38600.0,руб.,RUB,2019-04-15,,1.0,38600.0
3D-дизайнер,MOISEIKIN JEWELLERY HOUSE,Менеджер Информационного отдела/архивариус/,2019-04-16,Не указано,высшее,Ж,27,10.0,другие,True,True,True,False,False,False,False,True,False,False,False,False,20000.0,руб.,RUB,2019-04-16,,1.0,20000.0
Ведущий инженер,"МегаФон, ПАО",Старший инженер,2019-04-25,Не указано,высшее,М,30,86.0,Санкт-Петербург,False,True,True,False,False,False,False,True,False,False,False,False,85000.0,руб.,RUB,2019-04-25,,1.0,85000.0
Начальник отдела сопровождения и развития ИТ-систем,АО «НПФ Сбербанка»,Руководитель направления,2019-04-14,Не указано,высшее,М,40,200.0,Москва,False,True,True,False,False,False,False,True,False,False,False,False,230000.0,руб.,RUB,2019-04-14,,1.0,230000.0
Системный администратор,ООО «Завод модульных технологий»,Системный администратор,2019-05-07,Не указано,высшее,М,38,144.0,город-миллионник,False,True,True,False,False,False,False,True,False,False,False,False,40000.0,руб.,RUB,2019-05-07,,1.0,40000.0
Менеджер интернет-магазина,Akhmadullina Dreams,Менеджер интернет-магазина,2019-05-07,Не указано,высшее,Ж,46,216.0,Москва,False,True,True,False,False,False,False,True,False,False,False,False,50000.0,руб.,RUB,2019-05-07,,1.0,50000.0
Продавец-консультант компьютерной техники,Евросеть (Россия),продавец-кассир,2019-04-17,Не указано,высшее,М,29,21.0,другие,False,False,True,False,False,False,False,True,True,False,False,False,35000.0,руб.,RUB,2019-04-17,,1.0,35000.0
"SEO-оптимизатор, Интернет-маркетолог",Mr. Mind,Руководитель конманды маркетологов,2019-04-05,Не указано,высшее,М,30,104.0,другие,True,True,False,True,True,False,False,True,False,True,False,False,60000.0,руб.,RUB,2019-04-05,,1.0,60000.0
"Руководитель проекта, менеджер , снабженец","ЗАО ""АПГ""",Генеральный  директор,2019-04-19,Имеется собственный автомобиль,высшее,М,48,209.0,Москва,False,True,True,True,True,True,True,True,True,True,False,True,50000.0,руб.,RUB,2019-04-19,,1.0,50000.0
Системный администратор,Почта России,Системный администратор,2019-04-09,Не указано,высшее,М,23,26.0,другие,True,True,True,True,True,True,True,True,True,True,False,True,80000.0,руб.,RUB,2019-04-09,,1.0,80000.0
Сервисный инженер/ Мастер по ремонту компьютеров,"ООО ""АТелеком""",Сервисный инженер,2019-05-07,Не указано,неоконченное высшее,М,24,38.0,Москва,False,True,True,False,False,False,False,True,True,False,False,False,50000.0,руб.,RUB,2019-05-07,,1.0,50000.0
Специалист по IT,М.Видео,Сервисный инженер,2019-04-25,Имеется собственный автомобиль,высшее,М,22,24.0,город-миллионник,False,True,True,True,True,True,True,True,True,True,False,False,35000.0,руб.,RUB,2019-04-25,,1.0,35000.0
"Инженер технической поддержки, системный администратор",ПАО СКБ-банк,Специалист по IT,2019-04-25,Не указано,высшее,М,29,63.0,другие,False,False,True,True,False,False,False,True,False,False,False,False,40000.0,руб.,RUB,2019-04-25,,1.0,40000.0
Интернет-маркетолог,ООО Эду-Крафт,"Со-основатель, Генеральный директор, Директор по маркетингу и развитию",2019-04-10,Не указано,высшее,Ж,30,86.0,Москва,False,False,False,True,False,False,False,False,False,False,False,False,40000.0,руб.,RUB,2019-04-10,,1.0,40000.0
